0.24	0.24	-4.56807e+08
0.24	0.26	-4.96456e+08
0.24	0.28	-5.35838e+08
0.24	0.3	-5.74635e+08
0.24	0.32	-6.12452e+08
0.24	0.34	-6.48809e+08
0.24	0.36	-6.83147e+08
0.24	0.38	-7.14842e+08
0.24	0.4	-7.43228e+08
0.24	0.42	-7.67629e+08
0.24	0.44	-7.874e+08
0.24	0.46	-8.01975e+08
0.24	0.48	-8.1091e+08
0.24	0.5	-8.1392e+08
0.24	0.52	-8.1091e+08
0.24	0.54	-8.01975e+08
0.24	0.56	-7.874e+08
0.24	0.58	-7.67629e+08
0.24	0.6	-7.43228e+08
0.24	0.62	-7.14842e+08
0.24	0.64	-6.83147e+08
0.24	0.66	-6.48809e+08
0.24	0.68	-6.12452e+08
0.24	0.7	-5.74635e+08
0.24	0.72	-5.35838e+08
0.24	0.74	-4.96456e+08
0.24	0.76	-4.56807e+08
0.24	0.78	-4.17131e+08
0.24	0.8	-3.77605e+08
0.24	0.82	-3.38351e+08
0.24	0.84	-2.99441e+08
0.24	0.86	-2.60914e+08
0.24	0.88	-2.22775e+08
0.24	0.9	-1.85006e+08
0.24	0.92	-1.4757e+08
0.24	0.94	-1.10417e+08
0.24	0.96	-7.34852e+07
0.24	0.98	-3.67042e+07
0.24	1	0.24
0.26	0	0
0.26	0.02	-3.95355e+07
0.26	0.04	-7.9167e+07
0.26	0.06	-1.18989e+08
0.26	0.08	-1.59089e+08
0.26	0.1	-1.99551e+08
0.26	0.12	-2.40447e+08
0.26	0.14	-2.81833e+08
0.26	0.16	-3.23748e+08
0.26	0.18	-3.66208e+08
0.26	0.2	-4.09194e+08
0.26	0.22	-4.52647e+08
0.26	0.24	-4.96456e+08
0.26	0.26	-5.40447e+08
0.26	0.28	-5.84367e+08
0.26	0.3	-6.27872e+08
0.26	0.32	-6.70516e+08
0.26	0.34	-7.11747e+08
0.26	0.36	-7.50907e+08
0.26	0.38	-7.87245e+08
0.26	0.4	-8.1995e+08
0.26	0.42	-8.48185e+08
0.26	0.44	-8.71147e+08
